,Numero Contratti,Volume Ultimo,Volume totale,Prezzo ufficiale,Rendimento effettivo a scadenza netto,Rendimento effettivo a scadenza lordo,Duration modificata,Scadenza,Tasso Cedola su base Annua,anni_scadenza,median_monthly_volume_million,min_monthly_volume_million,max_monthly_volume_million,ratings
XS2576622844,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2577053825,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2577396430,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2577518488,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2577528016,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2577533875,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2541570409,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2491637323,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2545759099,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2547270756,0.0,0.0,0.0,105.19,1.82,2.33,2.53,2028-04-25,4.125,2.7,0.0,0.0,0.11,0
XS2549815087,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2549862758,0.0,0.0,0.0,103.17,1.56,2.06,1.54,2027-03-25,3.875,1.61,0.0,0.0,0.0,0
XS2552813722,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2552823879,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2552837317,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2554493622,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2555420103,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2558332438,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2558395351,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2558591967,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2563002653,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2564398753,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2521897855,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2470205605,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2523390271,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2523675358,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2526828996,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2529233814,0.0,0.0,0.0,103.85,1.25,2.44,1.89,2027-09-06,4.75,2.06,0.0,0.0,0.31,0
XS2529280062,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2530053789,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2530769921,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2531420656,0.0,0.0,0.0,103.59,1.53,2.52,3.27,2029-03-09,3.875,3.57,0.0,0.0,0.1,0
XS2532370231,0.0,0.0,0.0,107.27,2.5,2.98,6.03,2032-10-12,4.0,7.17,0.0,0.0,0.24,0
XS2532681074,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2533094400,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2534908889,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2534976886,0.0,0.0,0.0,104.34,1.86,2.99,4.39,2030-09-19,4.5,5.1,0.0,0.0,0.0,0
XS2541433590,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2490634446,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2445840809,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2492186007,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2493296730,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2495875838,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2495902822,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2499011059,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2500341990,0.0,0.0,0.0,97.75,0.59,1.09,6.48,2032-07-12,1.9,6.92,0.0,0.0,0.03,0
XS2502390250,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2502546364,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2504167417,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2508118374,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2508243941,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2521303144,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2521303573,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2521882071,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2470202685,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2433244089,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2470208294,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2470212726,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2471584057,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2473133036,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2474865420,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2474941460,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2476489682,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2478313807,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2479682614,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2482499949,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2482847907,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2482936247,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2486825826,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2488465423,0.0,0.0,0.0,104.75,4.9,6.85,1.53,2032-10-05,7.625,7.15,0.0,0.0,0.0,0
XS2445836286,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2401565630,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2447564332,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2455982038,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2456955272,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2459026204,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2463212303,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2464634331,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2464641971,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2464732770,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2466401812,0.0,0.0,0.0,97.76,1.87,2.41,0.24,2029-04-19,2.024,3.68,0.0,0.0,0.03,0
XS2468223107,0.0,0.0,0.0,108.5,2.15,3.55,5.72,2032-07-06,5.8,6.9,0.0,0.0,0.0,0
XS2468828434,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2469317718,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2469997915,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2470193322,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2433141947,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2363719050,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2433828071,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2434393968,0.0,0.0,0.0,99.38,4.39,4.53,5.94,2032-01-20,0.95,6.44,0.0,0.0,0.0,0
XS2434421413,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2434701616,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2434702853,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2436303718,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2436585355,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2437324333,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2438616240,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2440511975,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2440514136,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2442400383,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2442400896,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2443527234,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2400296773,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2325743990,0.0,0.0,0.0,99.02,2.4,3.16,0.97,2027-03-31,1.375,1.63,0.0,0.0,0.1,0
XS2406100862,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2407593222,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2410398114,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2410414333,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2411537033,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2412044567,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2412556461,0.0,0.0,0.0,96.51,2.07,2.58,1.37,2028-01-19,1.125,2.43,0.0,0.0,0.29,0
XS2412566262,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2420426038,0.0,0.0,0.0,89.085,2.51,2.55,4.31,2030-01-23,0.25,4.45,0.0,0.0,0.35,0
XS2426323387,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2428063874,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2428618685,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2431320378,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2433139966,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2361416915,0.0,0.0,0.0,89.85,2.53,2.53,3.36,2029-01-24,,3.45,0.0,0.0,0.0,0
XS2295690742,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2365097455,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2373172548,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2374594823,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2386287689,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2386583145,0.0,0.0,0.0,90.01,2.81,2.85,3.01,2028-09-21,0.125,3.11,0.0,0.0,0.0,0
XS2388426541,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2389334124,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2390849664,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2392609181,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2395061273,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2396274636,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2397352662,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2398661582,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2398807383,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2325733413,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2270393379,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2331921390,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2332589972,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2332590475,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2343822503,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2343822842,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2344735811,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2350601162,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2356040357,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2356041165,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2357754097,0.0,0.0,0.0,89.71,2.96,3.44,6.3,2032-06-30,1.713,6.88,0.0,0.0,0.18,0
XS2357812556,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2358835036,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2360310044,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2361258317,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2292954893,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2199716304,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2295691633,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2299135819,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2299521026,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2299521299,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2301390089,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2303107937,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2304664167,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2304664597,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2316243174,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2316243760,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2316244065,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2317069685,0.0,0.0,0.0,89.55,2.31,2.51,2.5,2028-03-16,0.75,2.59,0.0,0.0,0.0,0
XS2317123052,0.0,0.0,0.0,83.04,2.88,2.89,5.43,2031-03-17,,5.59,0.0,0.0,0.0,0
XS2325696628,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2267889991,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2110114324,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2270397016,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2271356201,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2271367315,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2278566299,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2280845145,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2280845491,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2282094494,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2282095970,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2283188683,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2288109676,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2289133758,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2289133915,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2292486771,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2292487076,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2199351375,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2090807293,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2200244072,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2201857534,0.0,0.0,0.0,94.15,2.61,3.25,5.39,2031-07-14,2.429,5.92,0.0,0.0,0.0,0
XS2202907510,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2207976783,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2227196404,0.0,0.0,0.0,95.94,2.22,2.5,1.99,2027-09-08,1.0,2.07,0.0,0.0,0.0,0
XS2228919739,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2229021261,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2237434803,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2239553048,0.0,0.0,0.0,95.6,2.53,2.87,2.05,2027-10-06,1.25,2.15,0.0,0.0,0.28,0
XS2244936659,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2250376477,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2262077675,0.0,0.0,0.0,99.03357,3.68,4.97,0.95,2030-11-23,2.3,5.28,0.0,0.0,3.47,0
XS2264034260,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2264064259,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2110112971,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2026171079,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2116503546,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2121237908,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2125542600,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2152061904,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2168038417,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2177363665,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2177364390,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2177365017,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2177365363,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2177365520,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2178833773,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2179037697,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2190134184,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2190502323,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2082324018,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2009038113,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2090859252,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2101558307,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2102392276,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2103014291,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2104886341,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2104968404,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2107332640,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2110087413,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2110099855,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2110105504,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2110105686,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2110105769,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2110110686,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2110112385,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2026150313,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1910948329,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2027957815,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2031926731,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2032727310,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2033351995,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2051660509,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2051904733,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2055728054,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2058888616,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2065601937,0.0,0.0,0.0,99.35,2.38,2.63,3.98,2029-10-14,0.875,4.17,0.0,0.0,0.0,0
XS2065946837,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2066706735,0.0,0.0,0.0,100.5,3.27,3.61,8.32,2034-10-17,1.125,9.18,0.0,0.0,0.0,0
XS2066706909,0.0,0.0,0.0,94.72,2.24,2.36,1.79,2027-06-17,0.375,1.84,0.0,0.0,0.09,0
XS2069040389,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2081018629,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2005658781,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1824425182,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2010037682,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2010447238,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2011149692,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2011149775,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2011151755,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2011151839,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2011534844,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2013574384,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2013745703,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2014291616,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2018637327,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2020608548,0.0,0.0,0.0,101.2,2.13,2.41,1.84,2027-07-05,0.875,1.89,0.0,0.0,0.0,0
XS2022084367,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2022424993,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1910948162,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1750986744,0.0,0.0,0.0,106.4,1.88,2.19,1.06,2026-09-16,1.125,1.09,0.0,0.0,0.0,0
XS1910948675,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1937665955,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1941841311,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1948611840,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1953056253,0.0,0.0,0.0,69.81,3.66,3.96,17.23,2049-02-19,1.875,23.53,0.0,0.0,0.0,0
XS1957442541,0.0,0.0,0.0,99.615,,,,2025-08-28,1.25,0.04,0.0,0.0,0.1,0
XS1958656982,0.0,0.0,0.0,97.82,2.64,3.44,3.3,2029-03-11,2.4,3.58,0.0,0.0,0.07,0
XS1961772560,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1969600748,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1972547696,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1980255936,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1980270810,0.0,0.0,0.0,96.1,2.01,2.28,0.65,2026-04-10,1.0,0.65,0.0,0.0,0.0,0
XS1989389041,0.0,0.0,0.0,74.1,3.03,3.17,10.91,2037-09-15,0.95,12.1,0.0,0.0,0.0,0
XS2001278899,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1824424706,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1700435453,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1828033834,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1829276275,0.0,0.0,0.0,95.62,2.29,2.44,2.69,2028-05-30,1.125,2.79,0.0,0.0,0.0,0
XS1840166992,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1843434876,0.0,0.0,0.0,88.7,2.26,2.43,3.69,2029-06-19,1.125,3.85,0.0,0.0,0.0,0
XS1846631049,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1855456288,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1861206636,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1865186677,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1873143645,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1877846110,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1881005976,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1881533563,0.0,0.0,0.0,100.52,17.31,17.73,0.1,2025-09-19,1.95,0.1,0.0,0.0,0.0,0
XS1893631769,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1897340854,0.0,0.0,0.0,97.8,1.51,1.66,1.1,2026-09-28,0.5,1.12,0.0,0.0,0.0,0
XS1747444831,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1629918415,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1752894292,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1753808929,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1756296965,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1765875718,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1767087866,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1784311703,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1785340172,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1793255941,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1796209010,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1796816251,0.0,0.0,0.0,92.7,3.56,3.86,0.96,2028-05-18,1.1,2.76,0.0,0.0,0.04,0
XS1810736758,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1820748538,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.1,0
XS1823246803,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1823623878,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1698218523,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1610690197,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1700721464,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1701884204,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1702729275,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1704789590,0.0,0.0,0.0,89.76,2.01,2.44,2.1,2027-10-24,1.5,2.19,0.0,0.0,0.0,0
XS1706922256,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1709374497,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1713462668,0.0,0.0,0.0,101.5,1.9,2.25,2.7,2028-06-15,2.7,2.84,0.0,0.0,0.1,0
XS1718393439,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1718418103,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1721051495,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
